Gene stable ID	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	HN-score(HN5)	organism	start2 (bp)	end2 (bp)	GOSlim GOA Accession(s)	GOSlim GOA Description
ENSG00000127084	H_9	92947523	93036236	-15	human	92947523	93036236	GO:0098772	molecular function regulator activity
ENSG00000127084	H_9	92947523	93036236	-15	human	92947523	93036236	GO:0043226	organelle
ENSG00000127084	H_9	92947523	93036236	-15	human	92947523	93036236	GO:0005794	Golgi apparatus
ENSG00000127084	H_9	92947523	93036236	-15	human	92947523	93036236	GO:0007010	cytoskeleton organization
ENSG00000127084	H_9	92947523	93036236	-15	human	92947523	93036236	GO:0005856	cytoskeleton
ENSG00000127084	H_9	92947523	93036236	-15	human	92947523	93036236	GO:0005829	cytosol
ENSG00000127084	H_9	92947523	93036236	-15	human	92947523	93036236	GO:0023052	signaling
ENSG00000127084	H_9	92947523	93036236	-15	human	92947523	93036236	GO:0048856	anatomical structure development
ENSG00000127084	H_9	92947523	93036236	-15	human	92947523	93036236	GO:0043226	organelle
ENSG00000127084	H_9	92947523	93036236	-15	human	92947523	93036236	GO:0005794	Golgi apparatus
ENSG00000127084	H_9	92947523	93036236	-15	human	92947523	93036236	GO:0007010	cytoskeleton organization
ENSG00000127084	H_9	92947523	93036236	-15	human	92947523	93036236	GO:0005856	cytoskeleton
ENSG00000127084	H_9	92947523	93036236	-15	human	92947523	93036236	GO:0098772	molecular function regulator activity
ENSG00000127084	H_9	92947523	93036236	-15	human	92947523	93036236	GO:0005829	cytosol
ENSG00000127084	H_9	92947523	93036236	-15	human	92947523	93036236	GO:0023052	signaling
ENSG00000127084	H_9	92947523	93036236	-15	human	92947523	93036236	GO:0048856	anatomical structure development
ENSG00000127084	H_9	92947523	93036236	-15	human	92947523	93036236	GO:0098772	molecular function regulator activity
ENSG00000127084	H_9	92947523	93036236	-15	human	92947523	93036236	GO:0043226	organelle
ENSG00000127084	H_9	92947523	93036236	-15	human	92947523	93036236	GO:0005794	Golgi apparatus
ENSG00000127084	H_9	92947523	93036236	-15	human	92947523	93036236	GO:0007010	cytoskeleton organization
ENSG00000127084	H_9	92947523	93036236	-15	human	92947523	93036236	GO:0005856	cytoskeleton
ENSG00000127084	H_9	92947523	93036236	-15	human	92947523	93036236	GO:0005829	cytosol
ENSG00000127084	H_9	92947523	93036236	-15	human	92947523	93036236	GO:0023052	signaling
ENSG00000127084	H_9	92947523	93036236	-15	human	92947523	93036236	GO:0048856	anatomical structure development
ENSG00000127084	H_9	92947523	93036236	-15	human	92947523	93036236	GO:0098772	molecular function regulator activity
ENSG00000127084	H_9	92947523	93036236	-15	human	92947523	93036236	GO:0043226	organelle
ENSG00000127084	H_9	92947523	93036236	-15	human	92947523	93036236	GO:0005794	Golgi apparatus
ENSG00000127084	H_9	92947523	93036236	-15	human	92947523	93036236	GO:0007010	cytoskeleton organization
ENSG00000127084	H_9	92947523	93036236	-15	human	92947523	93036236	GO:0005856	cytoskeleton
ENSG00000127084	H_9	92947523	93036236	-15	human	92947523	93036236	GO:0005829	cytosol
ENSG00000127084	H_9	92947523	93036236	-15	human	92947523	93036236	GO:0023052	signaling
ENSG00000127084	H_9	92947523	93036236	-15	human	92947523	93036236	GO:0048856	anatomical structure development
ENSG00000102921	H_16	48538726	48620148	-41	human	48538726	48620148	GO:0043226	organelle
ENSG00000102921	H_16	48538726	48620148	-41	human	48538726	48620148	GO:0005634	nucleus
ENSG00000102921	H_16	48538726	48620148	-41	human	48538726	48620148	GO:0003723	RNA binding
ENSG00000102921	H_16	48538726	48620148	-41	human	48538726	48620148	GO:0003824	catalytic activity
ENSG00000102921	H_16	48538726	48620148	-41	human	48538726	48620148	GO:0016787	hydrolase activity
ENSG00000102921	H_16	48538726	48620148	-41	human	48538726	48620148	GO:0005829	cytosol
ENSG00000102921	H_16	48538726	48620148	-41	human	48538726	48620148	GO:0005730	nucleolus
ENSG00000102921	H_16	48538726	48620148	-41	human	48538726	48620148	GO:0002376	immune system process
ENSG00000102921	H_16	48538726	48620148	-41	human	48538726	48620148	GO:0098542	defense response to other organism
ENSG00000102921	H_16	48538726	48620148	-41	human	48538726	48620148	GO:0005654	nucleoplasm
ENSG00000102921	H_16	48538726	48620148	-41	human	48538726	48620148	GO:0030163	protein catabolic process
ENSG00000102921	H_16	48538726	48620148	-41	human	48538726	48620148	GO:0140098	catalytic activity, acting on RNA
ENSG00000102921	H_16	48538726	48620148	-41	human	48538726	48620148	GO:0036211	protein modification process
ENSG00000184675	H_X	64185117	64205708	-14	human	64185117	64205708	GO:0043226	organelle
ENSG00000184675	H_X	64185117	64205708	-14	human	64185117	64205708	GO:0005634	nucleus
ENSG00000184675	H_X	64185117	64205708	-14	human	64185117	64205708	GO:0005886	plasma membrane
ENSG00000184675	H_X	64185117	64205708	-14	human	64185117	64205708	GO:0005654	nucleoplasm
ENSG00000184675	H_X	64185117	64205708	-14	human	64185117	64205708	GO:0023052	signaling
ENSG00000184675	H_X	64185117	64205708	-14	human	64185117	64205708	GO:0008289	lipid binding
ENSG00000184675	H_X	64185117	64205708	-14	human	64185117	64205708	GO:0005829	cytosol
ENSG00000184675	H_X	64185117	64205708	-14	human	64185117	64205708	GO:0030163	protein catabolic process
ENSG00000184675	H_X	64185117	64205708	-14	human	64185117	64205708	GO:0036211	protein modification process
ENSG00000184675	H_X	64185117	64205708	-14	human	64185117	64205708	GO:0048856	anatomical structure development
ENSG00000184675	H_X	64185117	64205708	-14	human	64185117	64205708	GO:0030154	cell differentiation
ENSG00000164849	H_7	1044546	1059261	-15	human	1044546	1059261	GO:0023052	signaling
ENSG00000164849	H_7	1044546	1059261	-15	human	1044546	1059261	GO:0060089	molecular transducer activity
ENSG00000164849	H_7	1044546	1059261	-15	human	1044546	1059261	GO:0005886	plasma membrane
ENSG00000164849	H_7	1044546	1059261	-15	human	1044546	1059261	GO:0023052	signaling
ENSG00000164849	H_7	1044546	1059261	-15	human	1044546	1059261	GO:0060089	molecular transducer activity
ENSG00000164849	H_7	1044546	1059261	-15	human	1044546	1059261	GO:0005886	plasma membrane
ENSG00000145241	H_4	67468762	67545503	-15	human	67468762	67545503	GO:0043226	organelle
ENSG00000145241	H_4	67468762	67545503	-15	human	67468762	67545503	GO:0005694	chromosome
ENSG00000145241	H_4	67468762	67545503	-15	human	67468762	67545503	GO:0065003	protein-containing complex assembly
ENSG00000145241	H_4	67468762	67545503	-15	human	67468762	67545503	GO:0003677	DNA binding
ENSG00000145241	H_4	67468762	67545503	-15	human	67468762	67545503	GO:0005634	nucleus
ENSG00000145241	H_4	67468762	67545503	-15	human	67468762	67545503	GO:0005654	nucleoplasm
ENSG00000145241	H_4	67468762	67545503	-15	human	67468762	67545503	GO:0007059	chromosome segregation
ENSG00000145241	H_4	67468762	67545503	-15	human	67468762	67545503	GO:0005829	cytosol
ENSG00000145241	H_4	67468762	67545503	-15	human	67468762	67545503	GO:0000278	mitotic cell cycle
ENSG00000145241	H_4	67468762	67545503	-15	human	67468762	67545503	GO:0140014	mitotic nuclear division
ENSG00000145241	H_4	67468762	67545503	-15	human	67468762	67545503	GO:0140013	meiotic nuclear division
ENSG00000145241	H_4	67468762	67545503	-15	human	67468762	67545503	GO:0022414	reproductive process
ENSG00000145241	H_4	67468762	67545503	-15	human	67468762	67545503	GO:0043226	organelle
ENSG00000145241	H_4	67468762	67545503	-15	human	67468762	67545503	GO:0005634	nucleus
ENSG00000145241	H_4	67468762	67545503	-15	human	67468762	67545503	GO:0005694	chromosome
ENSG00000145241	H_4	67468762	67545503	-15	human	67468762	67545503	GO:0065003	protein-containing complex assembly
ENSG00000145241	H_4	67468762	67545503	-15	human	67468762	67545503	GO:0003677	DNA binding
ENSG00000145241	H_4	67468762	67545503	-15	human	67468762	67545503	GO:0043226	organelle
ENSG00000145241	H_4	67468762	67545503	-15	human	67468762	67545503	GO:0005634	nucleus
ENSG00000145241	H_4	67468762	67545503	-15	human	67468762	67545503	GO:0005654	nucleoplasm
ENSG00000145241	H_4	67468762	67545503	-15	human	67468762	67545503	GO:0003677	DNA binding
ENSG00000145241	H_4	67468762	67545503	-15	human	67468762	67545503	GO:0005694	chromosome
ENSG00000145241	H_4	67468762	67545503	-15	human	67468762	67545503	GO:0007059	chromosome segregation
ENSG00000145241	H_4	67468762	67545503	-15	human	67468762	67545503	GO:0065003	protein-containing complex assembly
ENSG00000145241	H_4	67468762	67545503	-15	human	67468762	67545503	GO:0005829	cytosol
ENSG00000145241	H_4	67468762	67545503	-15	human	67468762	67545503	GO:0000278	mitotic cell cycle
ENSG00000145241	H_4	67468762	67545503	-15	human	67468762	67545503	GO:0140014	mitotic nuclear division
ENSG00000145241	H_4	67468762	67545503	-15	human	67468762	67545503	GO:0140013	meiotic nuclear division
ENSG00000145241	H_4	67468762	67545503	-15	human	67468762	67545503	GO:0022414	reproductive process
ENSG00000145241	H_4	67468762	67545503	-15	human	67468762	67545503	GO:0043226	organelle
ENSG00000145241	H_4	67468762	67545503	-15	human	67468762	67545503	GO:0005634	nucleus
ENSG00000145241	H_4	67468762	67545503	-15	human	67468762	67545503	GO:0005694	chromosome
ENSG00000145241	H_4	67468762	67545503	-15	human	67468762	67545503	GO:0065003	protein-containing complex assembly
ENSG00000145241	H_4	67468762	67545503	-15	human	67468762	67545503	GO:0003677	DNA binding
ENSG00000166246	H_16	4734344	4749396	-15	human	4734344	4749396	GO:0043226	organelle
ENSG00000166246	H_16	4734344	4749396	-15	human	4734344	4749396	GO:0007010	cytoskeleton organization
ENSG00000166246	H_16	4734344	4749396	-15	human	4734344	4749396	GO:0065003	protein-containing complex assembly
ENSG00000166246	H_16	4734344	4749396	-15	human	4734344	4749396	GO:0044782	cilium organization
ENSG00000166246	H_16	4734344	4749396	-15	human	4734344	4749396	GO:0043226	organelle
ENSG00000166246	H_16	4734344	4749396	-15	human	4734344	4749396	GO:0043226	organelle
ENSG00000166246	H_16	4734344	4749396	-15	human	4734344	4749396	GO:0043226	organelle
ENSG00000100281	H_22	35257452	35295807	-14	human	35257452	35295807	GO:0043226	organelle
ENSG00000100281	H_22	35257452	35295807	-14	human	35257452	35295807	GO:0005634	nucleus
ENSG00000100281	H_22	35257452	35295807	-14	human	35257452	35295807	GO:0003677	DNA binding
ENSG00000100281	H_22	35257452	35295807	-14	human	35257452	35295807	GO:0023052	signaling
ENSG00000100281	H_22	35257452	35295807	-14	human	35257452	35295807	GO:0016192	vesicle-mediated transport
ENSG00000100281	H_22	35257452	35295807	-14	human	35257452	35295807	GO:0005694	chromosome
ENSG00000205078	H_16	77199408	77213215	-15	human	77199408	77213215	GO:0140013	meiotic nuclear division
ENSG00000205078	H_16	77199408	77213215	-15	human	77199408	77213215	GO:0022414	reproductive process
ENSG00000205078	H_16	77199408	77213215	-15	human	77199408	77213215	GO:0007059	chromosome segregation
ENSG00000205078	H_16	77199408	77213215	-15	human	77199408	77213215	GO:0043226	organelle
ENSG00000205078	H_16	77199408	77213215	-15	human	77199408	77213215	GO:0005634	nucleus
ENSG00000205078	H_16	77199408	77213215	-15	human	77199408	77213215	GO:0000228	nuclear chromosome
ENSG00000205078	H_16	77199408	77213215	-15	human	77199408	77213215	GO:0005694	chromosome
ENSG00000205078	H_16	77199408	77213215	-15	human	77199408	77213215	GO:0005856	cytoskeleton
ENSG00000179715	H_12	47079603	47236662	-19	human	47079603	47236662	GO:0003824	catalytic activity
ENSG00000179715	H_12	47079603	47236662	-19	human	47079603	47236662	GO:0016740	transferase activity
ENSG00000179715	H_12	47079603	47236662	-19	human	47079603	47236662	GO:0003824	catalytic activity
ENSG00000179715	H_12	47079603	47236662	-19	human	47079603	47236662	GO:0016740	transferase activity
ENSG00000156469	H_8	96239398	96261610	-14	human	96239398	96261610	GO:0006351	DNA-templated transcription
ENSG00000156469	H_8	96239398	96261610	-14	human	96239398	96261610	GO:0006355	regulation of DNA-templated transcription
ENSG00000156469	H_8	96239398	96261610	-14	human	96239398	96261610	GO:0003677	DNA binding
ENSG00000156469	H_8	96239398	96261610	-14	human	96239398	96261610	GO:0005829	cytosol
ENSG00000156469	H_8	96239398	96261610	-14	human	96239398	96261610	GO:0043226	organelle
ENSG00000156469	H_8	96239398	96261610	-14	human	96239398	96261610	GO:0005739	mitochondrion
ENSG00000156469	H_8	96239398	96261610	-14	human	96239398	96261610	GO:0006351	DNA-templated transcription
ENSG00000156469	H_8	96239398	96261610	-14	human	96239398	96261610	GO:0006355	regulation of DNA-templated transcription
ENSG00000156469	H_8	96239398	96261610	-14	human	96239398	96261610	GO:0003677	DNA binding
ENSG00000156469	H_8	96239398	96261610	-14	human	96239398	96261610	GO:0005829	cytosol
ENSG00000156469	H_8	96239398	96261610	-14	human	96239398	96261610	GO:0043226	organelle
ENSG00000156469	H_8	96239398	96261610	-14	human	96239398	96261610	GO:0005739	mitochondrion
ENSG00000156469	H_8	96239398	96261610	-14	human	96239398	96261610	GO:0042254	ribosome biogenesis
ENSG00000156469	H_8	96239398	96261610	-14	human	96239398	96261610	GO:0140053	mitochondrial gene expression
ENSG00000156469	H_8	96239398	96261610	-14	human	96239398	96261610	GO:0006351	DNA-templated transcription
ENSG00000156469	H_8	96239398	96261610	-14	human	96239398	96261610	GO:0006355	regulation of DNA-templated transcription
ENSG00000156469	H_8	96239398	96261610	-14	human	96239398	96261610	GO:0003677	DNA binding
ENSG00000156469	H_8	96239398	96261610	-14	human	96239398	96261610	GO:0005829	cytosol
ENSG00000156469	H_8	96239398	96261610	-14	human	96239398	96261610	GO:0043226	organelle
ENSG00000156469	H_8	96239398	96261610	-14	human	96239398	96261610	GO:0005739	mitochondrion
ENSG00000156469	H_8	96239398	96261610	-14	human	96239398	96261610	GO:0042254	ribosome biogenesis
ENSG00000156469	H_8	96239398	96261610	-14	human	96239398	96261610	GO:0140053	mitochondrial gene expression
ENSG00000156469	H_8	96239398	96261610	-14	human	96239398	96261610	GO:0006351	DNA-templated transcription
ENSG00000156469	H_8	96239398	96261610	-14	human	96239398	96261610	GO:0006355	regulation of DNA-templated transcription
ENSG00000156469	H_8	96239398	96261610	-14	human	96239398	96261610	GO:0003677	DNA binding
ENSG00000254598	H_11	11351942	11353250	-26	human	11351942	11353250	GO:0036211	protein modification process
ENSG00000254598	H_11	11351942	11353250	-26	human	11351942	11353250	GO:0003824	catalytic activity
ENSG00000254598	H_11	11351942	11353250	-26	human	11351942	11353250	GO:0016740	transferase activity
ENSG00000254598	H_11	11351942	11353250	-26	human	11351942	11353250	GO:0140096	catalytic activity, acting on a protein
ENSG00000254598	H_11	11351942	11353250	-26	human	11351942	11353250	GO:0043226	organelle
ENSG00000254598	H_11	11351942	11353250	-26	human	11351942	11353250	GO:0005634	nucleus
ENSG00000254598	H_11	11351942	11353250	-26	human	11351942	11353250	GO:0005654	nucleoplasm
ENSG00000254598	H_11	11351942	11353250	-26	human	11351942	11353250	GO:0005829	cytosol
ENSG00000254598	H_11	11351942	11353250	-26	human	11351942	11353250	GO:0030163	protein catabolic process
ENSG00000153292	H_6	46997708	47042350	-15	human	46997708	47042350	GO:0023052	signaling
ENSG00000153292	H_6	46997708	47042350	-15	human	46997708	47042350	GO:0060089	molecular transducer activity
ENSG00000153292	H_6	46997708	47042350	-15	human	46997708	47042350	GO:0005886	plasma membrane
ENSG00000153292	H_6	46997708	47042350	-15	human	46997708	47042350	GO:0005576	extracellular region
ENSG00000153292	H_6	46997708	47042350	-15	human	46997708	47042350	GO:0030154	cell differentiation
ENSG00000153292	H_6	46997708	47042350	-15	human	46997708	47042350	GO:0031410	cytoplasmic vesicle
ENSG00000153292	H_6	46997708	47042350	-15	human	46997708	47042350	GO:0043226	organelle
ENSG00000153292	H_6	46997708	47042350	-15	human	46997708	47042350	GO:0048856	anatomical structure development
ENSG00000153292	H_6	46997708	47042350	-15	human	46997708	47042350	GO:0006629	lipid metabolic process
ENSG00000153292	H_6	46997708	47042350	-15	human	46997708	47042350	GO:0034330	cell junction organization
ENSG00000153292	H_6	46997708	47042350	-15	human	46997708	47042350	GO:0006091	generation of precursor metabolites and energy
ENSG00000153292	H_6	46997708	47042350	-15	human	46997708	47042350	GO:0050877	nervous system process
ENSG00000153292	H_6	46997708	47042350	-15	human	46997708	47042350	GO:0006351	DNA-templated transcription
ENSG00000153292	H_6	46997708	47042350	-15	human	46997708	47042350	GO:0006355	regulation of DNA-templated transcription
ENSG00000153292	H_6	46997708	47042350	-15	human	46997708	47042350	GO:0060089	molecular transducer activity
ENSG00000153292	H_6	46997708	47042350	-15	human	46997708	47042350	GO:0023052	signaling
ENSG00000153292	H_6	46997708	47042350	-15	human	46997708	47042350	GO:0005886	plasma membrane
ENSG00000153292	H_6	46997708	47042350	-15	human	46997708	47042350	GO:0005576	extracellular region
ENSG00000153292	H_6	46997708	47042350	-15	human	46997708	47042350	GO:0030154	cell differentiation
ENSG00000153292	H_6	46997708	47042350	-15	human	46997708	47042350	GO:0031410	cytoplasmic vesicle
ENSG00000153292	H_6	46997708	47042350	-15	human	46997708	47042350	GO:0043226	organelle
ENSG00000153292	H_6	46997708	47042350	-15	human	46997708	47042350	GO:0048856	anatomical structure development
