Gene stable ID	Chromosome/scaffold name	Gene start(bp)	Gene end(bp)	GOSlim GOA Accession(s)	GOSlim GOA Description	GOSlim_domain	HN-score(HN5)
Os06g0565200	6	21761304	21762421	GO:0140110	transcription regulator activity	molecular_function	135
Os06g0565200	6	21761304	21762421	GO:0006950	response to stress	biological_process	135
Os06g0565200	6	21761304	21762421	GO:0009628	response to abiotic stimulus	biological_process	135
Os04g0561500	4	28108757	28113603	GO:0003674	molecular_function	molecular_function	135
Os01g0757500	1	31811367	31814552	GO:0016020	membrane	cellular_component	135
Os01g0757500	1	31811367	31814552	GO:0005886	plasma membrane	cellular_component	135
Os01g0757500	1	31811367	31814552	GO:0003674	molecular_function	molecular_function	135
Os01g0757500	1	31811367	31814552	GO:0005634	nucleus	cellular_component	135
Os01g0757500	1	31811367	31814552	GO:0005622	intracellular anatomical structure	cellular_component	135
Os01g0757500	1	31811367	31814552	GO:0005575	cellular_component	cellular_component	135
Os01g0757500	1	31811367	31814552	GO:0005488	binding	molecular_function	135
Os01g0757500	1	31811367	31814552	GO:0005515	protein binding	molecular_function	135
Os06g0253100	6	7940956	7941680	GO:0009628	response to abiotic stimulus	biological_process	129
Os06g0253100	6	7940956	7941680	GO:0006950	response to stress	biological_process	129
Os06g0253100	6	7940956	7941680	GO:0016043	cellular component organization	biological_process	129
Os06g0253100	6	7940956	7941680	GO:0009987	cellular process	biological_process	129
Os06g0253100	6	7940956	7941680	GO:0008150	biological_process	biological_process	129
Os06g0253100	6	7940956	7941680	GO:0005515	protein binding	molecular_function	129
Os06g0253100	6	7940956	7941680	GO:0003674	molecular_function	molecular_function	129
Os06g0253100	6	7940956	7941680	GO:0005488	binding	molecular_function	129
Os06g0253100	6	7940956	7941680	GO:0005622	intracellular anatomical structure	cellular_component	129
Os06g0253100	6	7940956	7941680	GO:0005575	cellular_component	cellular_component	129
Os06g0253100	6	7940956	7941680	GO:0005777	peroxisome	cellular_component	129
Os06g0253100	6	7940956	7941680	GO:0005737	cytoplasm	cellular_component	129
Os06g0253100	6	7940956	7941680	GO:0042221	response to chemical	biological_process	129
Os02g0773200	2	32643551	32644836	GO:0003674	molecular_function	molecular_function	127
Os02g0773200	2	32643551	32644836	GO:0016020	membrane	cellular_component	127
Os02g0773200	2	32643551	32644836	GO:0005886	plasma membrane	cellular_component	127
Os02g0773200	2	32643551	32644836	GO:0005575	cellular_component	cellular_component	127
Os02g0773200	2	32643551	32644836	GO:0005622	intracellular anatomical structure	cellular_component	127
Os02g0773200	2	32643551	32644836	GO:0005737	cytoplasm	cellular_component	127
Os02g0773200	2	32643551	32644836	GO:0005515	protein binding	molecular_function	127
Os02g0773200	2	32643551	32644836	GO:0005488	binding	molecular_function	127
Os06g0195800	6	4868189	4870144	GO:0005622	intracellular anatomical structure	cellular_component	123
Os06g0195800	6	4868189	4870144	GO:0005783	endoplasmic reticulum	cellular_component	123
Os06g0195800	6	4868189	4870144	GO:0005737	cytoplasm	cellular_component	123
Os06g0195800	6	4868189	4870144	GO:0005575	cellular_component	cellular_component	123
Os06g0553100	6	20998086	20998850	GO:0003700	DNA-binding transcription factor activity	molecular_function	120
Os06g0553100	6	20998086	20998850	GO:0009628	response to abiotic stimulus	biological_process	120
Os06g0553100	6	20998086	20998850	GO:0006950	response to stress	biological_process	120
Os06g0553100	6	20998086	20998850	GO:0140110	transcription regulator activity	molecular_function	120
Os06g0553100	6	20998086	20998850	GO:0009987	cellular process	biological_process	120
Os06g0553100	6	20998086	20998850	GO:0006139	nucleobase-containing compound metabolic process	biological_process	120
Os06g0553100	6	20998086	20998850	GO:0005575	cellular_component	cellular_component	120
Os06g0553100	6	20998086	20998850	GO:0003674	molecular_function	molecular_function	120
Os06g0553100	6	20998086	20998850	GO:0005488	binding	molecular_function	120
Os06g0553100	6	20998086	20998850	GO:0003676	nucleic acid binding	molecular_function	120
Os06g0553100	6	20998086	20998850	GO:0009058	biosynthetic process	biological_process	120
Os06g0553100	6	20998086	20998850	GO:0003677	DNA binding	molecular_function	120
Os06g0553100	6	20998086	20998850	GO:0005622	intracellular anatomical structure	cellular_component	120
Os06g0553100	6	20998086	20998850	GO:0005634	nucleus	cellular_component	120
Os06g0553100	6	20998086	20998850	GO:0008150	biological_process	biological_process	120
Os06g0553100	6	20998086	20998850	GO:0008152	metabolic process	biological_process	120
Os11g0506800	11	18070313	18071749	GO:0003674	molecular_function	molecular_function	119
Os11g0506800	11	18070313	18071749	GO:0009987	cellular process	biological_process	119
Os11g0506800	11	18070313	18071749	GO:0008150	biological_process	biological_process	119
Os11g0506800	11	18070313	18071749	GO:0005575	cellular_component	cellular_component	119
Os11g0506800	11	18070313	18071749	GO:0005488	binding	molecular_function	119
Os11g0506800	11	18070313	18071749	GO:0005515	protein binding	molecular_function	119
Os06g0592500	6	23293383	23294073	GO:0005488	binding	molecular_function	118
Os06g0592500	6	23293383	23294073	GO:0005730	nucleolus	cellular_component	118
Os06g0592500	6	23293383	23294073	GO:0006139	nucleobase-containing compound metabolic process	biological_process	118
Os06g0592500	6	23293383	23294073	GO:0006950	response to stress	biological_process	118
Os06g0592500	6	23293383	23294073	GO:0009628	response to abiotic stimulus	biological_process	118
Os06g0592500	6	23293383	23294073	GO:0005575	cellular_component	cellular_component	118
Os06g0592500	6	23293383	23294073	GO:0005622	intracellular anatomical structure	cellular_component	118
Os06g0592500	6	23293383	23294073	GO:0005634	nucleus	cellular_component	118
Os06g0592500	6	23293383	23294073	GO:0042221	response to chemical	biological_process	118
Os06g0592500	6	23293383	23294073	GO:0009719	response to endogenous stimulus	biological_process	118
Os06g0592500	6	23293383	23294073	GO:0140110	transcription regulator activity	molecular_function	118
Os06g0592500	6	23293383	23294073	GO:0009058	biosynthetic process	biological_process	118
Os06g0592500	6	23293383	23294073	GO:0008152	metabolic process	biological_process	118
Os06g0592500	6	23293383	23294073	GO:0009987	cellular process	biological_process	118
Os06g0592500	6	23293383	23294073	GO:0008150	biological_process	biological_process	118
Os06g0592500	6	23293383	23294073	GO:0003674	molecular_function	molecular_function	118
Os06g0592500	6	23293383	23294073	GO:0003676	nucleic acid binding	molecular_function	118
Os06g0592500	6	23293383	23294073	GO:0003677	DNA binding	molecular_function	118
Os03g0745000	3	30604067	30607159	GO:0005575	cellular_component	cellular_component	114
Os03g0745000	3	30604067	30607159	GO:0008150	biological_process	biological_process	114
Os03g0745000	3	30604067	30607159	GO:0005634	nucleus	cellular_component	114
Os03g0745000	3	30604067	30607159	GO:0009987	cellular process	biological_process	114
Os03g0745000	3	30604067	30607159	GO:0003676	nucleic acid binding	molecular_function	114
Os03g0745000	3	30604067	30607159	GO:0003677	DNA binding	molecular_function	114
Os03g0745000	3	30604067	30607159	GO:0009058	biosynthetic process	biological_process	114
Os03g0745000	3	30604067	30607159	GO:0005488	binding	molecular_function	114
Os03g0745000	3	30604067	30607159	GO:0003674	molecular_function	molecular_function	114
Os03g0745000	3	30604067	30607159	GO:0008152	metabolic process	biological_process	114
Os03g0745000	3	30604067	30607159	GO:0005622	intracellular anatomical structure	cellular_component	114
Os03g0745000	3	30604067	30607159	GO:0140110	transcription regulator activity	molecular_function	114
Os03g0745000	3	30604067	30607159	GO:0003700	DNA-binding transcription factor activity	molecular_function	114
Os03g0745000	3	30604067	30607159	GO:0006139	nucleobase-containing compound metabolic process	biological_process	114
Os03g0832200	3	34952200	34955905	GO:0005515	protein binding	molecular_function	113
Os03g0832200	3	34952200	34955905	GO:0005575	cellular_component	cellular_component	113
Os05g0460000	5	22599462	22602556	GO:0003674	molecular_function	molecular_function	113
Os03g0832200	3	34952200	34955905	GO:0003674	molecular_function	molecular_function	113
Os03g0832200	3	34952200	34955905	GO:0005488	binding	molecular_function	113
Os03g0832200	3	34952200	34955905	GO:0008150	biological_process	biological_process	113
Os03g0832200	3	34952200	34955905	GO:0009987	cellular process	biological_process	113
Os03g0832200	3	34952200	34955905	GO:0005737	cytoplasm	cellular_component	113
Os03g0832200	3	34952200	34955905	GO:0005622	intracellular anatomical structure	cellular_component	113
Os05g0460000	5	22599462	22602556	GO:0005488	binding	molecular_function	113
Os03g0832200	3	34952200	34955905	GO:0005783	endoplasmic reticulum	cellular_component	113
Os03g0832200	3	34952200	34955905	GO:0030246	carbohydrate binding	molecular_function	113
Os03g0832200	3	34952200	34955905	GO:0016020	membrane	cellular_component	113
Os05g0460000	5	22599462	22602556	GO:0005515	protein binding	molecular_function	113
Os05g0460000	5	22599462	22602556	GO:0009987	cellular process	biological_process	113
Os05g0460000	5	22599462	22602556	GO:0008150	biological_process	biological_process	113
Os03g0832200	3	34952200	34955905	GO:0008152	metabolic process	biological_process	113
Os05g0460000	5	22599462	22602556	GO:0003824	catalytic activity	molecular_function	113
Os05g0460000	5	22599462	22602556	GO:0016787	hydrolase activity	molecular_function	113
Os05g0460000	5	22599462	22602556	GO:0000166	nucleotide binding	molecular_function	113
Os05g0460000	5	22599462	22602556	GO:0005575	cellular_component	cellular_component	113
Os05g0460000	5	22599462	22602556	GO:0005622	intracellular anatomical structure	cellular_component	113
Os05g0460000	5	22599462	22602556	GO:0005737	cytoplasm	cellular_component	113
Os05g0460000	5	22599462	22602556	GO:0006950	response to stress	biological_process	113
Os05g0460000	5	22599462	22602556	GO:0042221	response to chemical	biological_process	113
Os05g0460000	5	22599462	22602556	GO:0009628	response to abiotic stimulus	biological_process	113
Os03g0832200	3	34952200	34955905	GO:0019538	protein metabolic process	biological_process	113
Os03g0832200	3	34952200	34955905	GO:0006950	response to stress	biological_process	113
Os03g0832200	3	34952200	34955905	GO:0042221	response to chemical	biological_process	113
Os03g0832200	3	34952200	34955905	GO:0009056	catabolic process	biological_process	113
Os04g0530600	4	26540478	26542966	GO:0009507	chloroplast	cellular_component	112
Os09g0396900	9	13831868	13833654	GO:0019725	cellular homeostasis	biological_process	112
Os09g0396900	9	13831868	13833654	GO:0006810	transport	biological_process	112
Os09g0396900	9	13831868	13833654	GO:0008150	biological_process	biological_process	112
Os04g0530600	4	26540478	26542966	GO:0003674	molecular_function	molecular_function	112
Os09g0396900	9	13831868	13833654	GO:0005575	cellular_component	cellular_component	112
Os09g0396900	9	13831868	13833654	GO:0005622	intracellular anatomical structure	cellular_component	112
Os09g0396900	9	13831868	13833654	GO:0016020	membrane	cellular_component	112
Os09g0396900	9	13831868	13833654	GO:0005737	cytoplasm	cellular_component	112
Os09g0396900	9	13831868	13833654	GO:0005773	vacuole	cellular_component	112
Os09g0396900	9	13831868	13833654	GO:0005488	binding	molecular_function	112
Os09g0396900	9	13831868	13833654	GO:0005215	transporter activity	molecular_function	112
Os04g0530600	4	26540478	26542966	GO:0019725	cellular homeostasis	biological_process	112
Os04g0530600	4	26540478	26542966	GO:0009987	cellular process	biological_process	112
Os04g0530600	4	26540478	26542966	GO:0008150	biological_process	biological_process	112
Os04g0530600	4	26540478	26542966	GO:0008152	metabolic process	biological_process	112
Os04g0530600	4	26540478	26542966	GO:0005737	cytoplasm	cellular_component	112
Os04g0530600	4	26540478	26542966	GO:0005622	intracellular anatomical structure	cellular_component	112
Os04g0530600	4	26540478	26542966	GO:0005575	cellular_component	cellular_component	112
Os09g0396900	9	13831868	13833654	GO:0003674	molecular_function	molecular_function	112
Os09g0396900	9	13831868	13833654	GO:0009987	cellular process	biological_process	112
Os04g0530600	4	26540478	26542966	GO:0003824	catalytic activity	molecular_function	112
Os04g0530600	4	26540478	26542966	GO:0009536	plastid	cellular_component	112
Os03g0729000	3	29784695	29787012	GO:0009536	plastid	cellular_component	108
Os03g0729000	3	29784695	29787012	GO:0005737	cytoplasm	cellular_component	108
Os03g0729000	3	29784695	29787012	GO:0005575	cellular_component	cellular_component	108
Os03g0729000	3	29784695	29787012	GO:0016787	hydrolase activity	molecular_function	108
Os03g0729000	3	29784695	29787012	GO:0003824	catalytic activity	molecular_function	108
Os03g0729000	3	29784695	29787012	GO:0003674	molecular_function	molecular_function	108
Os03g0729000	3	29784695	29787012	GO:0009507	chloroplast	cellular_component	108
Os03g0729000	3	29784695	29787012	GO:0008150	biological_process	biological_process	108
Os03g0729000	3	29784695	29787012	GO:0005622	intracellular anatomical structure	cellular_component	108
Os03g0729000	3	29784695	29787012	GO:0016020	membrane	cellular_component	108
Os03g0729000	3	29784695	29787012	GO:0008152	metabolic process	biological_process	108
Os03g0729000	3	29784695	29787012	GO:0019538	protein metabolic process	biological_process	108
Os05g0428600	5	21033769	21036041	GO:0005488	binding	molecular_function	107
Os05g0428600	5	21033769	21036041	GO:0003674	molecular_function	molecular_function	107
Os05g0428600	5	21033769	21036041	GO:0009628	response to abiotic stimulus	biological_process	107
Os05g0428600	5	21033769	21036041	GO:0005783	endoplasmic reticulum	cellular_component	107
Os05g0428600	5	21033769	21036041	GO:0005515	protein binding	molecular_function	107
Os05g0428600	5	21033769	21036041	GO:0019538	protein metabolic process	biological_process	107
Os05g0428600	5	21033769	21036041	GO:0008150	biological_process	biological_process	107
Os05g0428600	5	21033769	21036041	GO:0000166	nucleotide binding	molecular_function	107
Os05g0428600	5	21033769	21036041	GO:0003824	catalytic activity	molecular_function	107
Os05g0428600	5	21033769	21036041	GO:0016787	hydrolase activity	molecular_function	107
Os05g0428600	5	21033769	21036041	GO:0006950	response to stress	biological_process	107
Os05g0428600	5	21033769	21036041	GO:0008152	metabolic process	biological_process	107
Os05g0428600	5	21033769	21036041	GO:0016020	membrane	cellular_component	107
